event_id,event_type,ground_truth_label,Iv_identity_score,Bc_behavioral_score,Nt_network_telemetry_score,Pc_process_integrity_score,Tr_trace_correlation_score,weighted_sum_before_Ra,Ra_anomaly_penalty,final_trust_score_Ts,predicted_label
1082,BENIGN,0,1.0,0.893105,0.941029,1.0,1.0,0.966827,0.0,0.966827,0
1083,BENIGN,0,1.0,0.875754,0.856343,1.0,1.0,0.946419,0.0,0.946419,0
1084,BENIGN,0,0.0,0.782915,0.899158,1.0,1.0,0.636415,0.0,0.636415,1
1085,OBVIOUS_ATTACK,1,0.0,0.116238,0.290494,0.0,0.0,0.081347,0.55,0.0,1
1086,BENIGN,0,1.0,0.92151,0.923019,1.0,1.0,0.968906,0.0,0.968906,0
1087,BENIGN,0,1.0,0.80398,0.908949,1.0,1.0,0.942586,0.0,0.942586,0
1088,OBVIOUS_ATTACK,1,0.5,0.141411,0.2707,0.0,0.0,0.232422,0.7,0.0,1
1089,BENIGN,0,1.0,0.856121,0.949628,1.0,1.0,0.96115,0.0,0.96115,0
1090,BENIGN,0,1.0,0.854934,0.903729,0.0,1.0,0.801733,0.15,0.651733,0
1091,OBVIOUS_ATTACK,1,0.0,0.084069,0.367639,1.0,0.0,0.240342,0.55,0.0,1
1092,BENIGN,0,1.0,0.89195,0.8695,1.0,1.0,0.95229,0.0,0.95229,0
1093,BENIGN,0,1.0,0.747741,0.963893,1.0,1.0,0.942327,0.0,0.942327,0
1094,STEALTH_ATTACK,1,1.0,0.436471,0.659889,1.0,1.0,0.819272,0.2,0.619272,1
1095,BENIGN,0,1.0,0.763338,0.958073,1.0,1.0,0.944282,0.0,0.944282,0
1096,BENIGN,0,1.0,0.843456,0.975737,0.0,1.0,0.813839,0.15,0.663839,0
1097,BENIGN,0,1.0,0.886544,0.957817,1.0,0.0,0.818872,0.1,0.718872,0
1098,BENIGN,0,1.0,0.877823,0.90394,1.0,1.0,0.956353,0.0,0.956353,0
1099,BENIGN,0,1.0,0.677667,0.937437,1.0,1.0,0.923021,0.0,0.923021,0
1100,BENIGN,0,1.0,0.911775,0.915022,1.0,1.0,0.96536,0.0,0.96536,0
1101,BENIGN,0,1.0,0.832159,0.943331,1.0,1.0,0.955098,0.0,0.955098,0
1102,OBVIOUS_ATTACK,1,0.5,0.007856,0.432808,0.0,0.0,0.238133,0.7,0.0,1
1103,BENIGN,0,1.0,0.781885,0.907431,1.0,1.0,0.937863,0.0,0.937863,0
1104,BENIGN,0,1.0,0.859497,0.950031,1.0,1.0,0.961906,0.2,0.761906,0
1105,BENIGN,0,1.0,0.702141,0.90354,1.0,1.0,0.921136,0.0,0.921136,0
1106,OBVIOUS_ATTACK,1,0.0,0.162225,0.412989,1.0,0.0,0.265043,0.55,0.0,1
1107,BENIGN,0,1.0,0.759736,0.916385,1.0,1.0,0.935224,0.0,0.935224,0
1108,OBVIOUS_ATTACK,1,0.0,0.058398,0.276269,0.0,0.0,0.066933,0.7,0.0,1
1109,BENIGN,0,1.0,0.796488,0.924283,1.0,1.0,0.944154,0.0,0.944154,0
1110,BENIGN,0,1.0,0.832686,0.868033,0.0,1.0,0.790144,0.15,0.640144,1
1111,BENIGN,0,1.0,0.940795,0.897296,1.0,1.0,0.967618,0.0,0.967618,0
1112,BENIGN,0,1.0,0.842472,0.912531,1.0,1.0,0.951001,0.0,0.951001,0
1113,BENIGN,0,1.0,0.76216,0.916152,1.0,1.0,0.935662,0.0,0.935662,0
1114,BENIGN,0,1.0,0.84971,0.966325,1.0,1.0,0.963207,0.0,0.963207,0
1115,BENIGN,0,1.0,0.853702,0.957386,1.0,1.0,0.962217,0.0,0.962217,0
1116,BENIGN,0,1.0,0.847019,0.841962,1.0,1.0,0.937796,0.0,0.937796,0
1117,OBVIOUS_ATTACK,1,0.0,0.103456,0.344313,0.0,0.0,0.089554,0.55,0.0,1
1118,BENIGN,0,1.0,0.838832,0.84201,1.0,1.0,0.936169,0.0,0.936169,0
1119,OBVIOUS_ATTACK,1,0.0,0.33,0.396837,0.0,0.0,0.145367,0.7,0.0,1
1120,BENIGN,0,1.0,0.862812,0.914752,1.0,1.0,0.955513,0.0,0.955513,0
1121,BENIGN,0,1.0,0.932566,0.890252,1.0,1.0,0.964564,0.0,0.964564,0
1122,BENIGN,0,1.0,0.87793,0.881029,1.0,1.0,0.951792,0.0,0.951792,0
1123,BENIGN,0,1.0,0.818301,0.91884,1.0,1.0,0.947428,0.0,0.947428,0
1124,BENIGN,0,1.0,0.731914,0.916596,1.0,1.0,0.929702,0.0,0.929702,0
1125,BENIGN,0,1.0,0.766133,0.958385,0.0,1.0,0.794904,0.15,0.644904,1
1126,OBVIOUS_ATTACK,1,0.0,0.225922,0.311107,0.0,0.0,0.107406,0.7,0.0,1
1127,OBVIOUS_ATTACK,1,0.0,0.151518,0.364718,0.0,0.0,0.103247,0.7,0.0,1
1128,STEALTH_ATTACK,1,0.5,0.559528,0.705467,1.0,1.0,0.702999,0.15,0.552999,1
1129,BENIGN,0,1.0,0.875976,0.911193,1.0,1.0,0.957434,0.0,0.957434,0
1130,BENIGN,0,1.0,0.828649,0.990841,1.0,1.0,0.963898,0.0,0.963898,0
1131,OBVIOUS_ATTACK,1,0.0,0.086497,0.401879,0.0,0.0,0.097675,0.55,0.0,1
1132,BENIGN,0,1.0,0.840066,0.933281,1.0,1.0,0.954669,0.0,0.954669,0
1133,BENIGN,0,1.0,0.851689,0.941537,1.0,1.0,0.958645,0.0,0.958645,0
1134,BENIGN,0,1.0,0.791629,0.865379,1.0,1.0,0.931402,0.0,0.931402,0
1135,OBVIOUS_ATTACK,1,0.0,0.047938,0.246178,1.0,0.0,0.208823,0.55,0.0,1
1136,BENIGN,0,1.0,0.724009,0.888968,1.0,1.0,0.922595,0.0,0.922595,0
1137,BENIGN,0,1.0,0.765291,0.944642,1.0,1.0,0.941987,0.0,0.941987,0
1138,BENIGN,0,1.0,0.922011,0.915856,1.0,1.0,0.967573,0.0,0.967573,0
1139,BENIGN,0,1.0,0.879914,0.89636,1.0,1.0,0.955255,0.0,0.955255,0
1140,BENIGN,0,1.0,0.880006,0.891193,0.0,1.0,0.80424,0.15,0.65424,0
1141,STEALTH_ATTACK,1,0.0,0.578131,0.627771,1.0,0.0,0.39118,0.1,0.29118,1
1142,BENIGN,0,1.0,0.833291,0.951826,1.0,1.0,0.957023,0.0,0.957023,0
1143,BENIGN,0,1.0,0.833714,0.846505,1.0,1.0,0.936044,0.0,0.936044,0
1144,BENIGN,0,1.0,0.816624,0.886788,1.0,1.0,0.940682,0.0,0.940682,0
1145,BENIGN,0,1.0,0.88687,0.821337,1.0,1.0,0.941642,0.0,0.941642,0
1146,BENIGN,0,1.0,0.894206,0.870255,1.0,0.0,0.802892,0.1,0.702892,0
1147,BENIGN,0,1.0,0.738869,0.929033,1.0,1.0,0.93358,0.0,0.93358,0
1148,STEALTH_ATTACK,1,1.0,0.563419,0.779922,1.0,1.0,0.868668,0.0,0.868668,0
1149,BENIGN,0,1.0,0.795792,0.937557,1.0,1.0,0.94667,0.0,0.94667,0
1150,BENIGN,0,1.0,0.785852,0.894556,1.0,1.0,0.936082,0.0,0.936082,0
1151,BENIGN,0,1.0,0.774613,0.855065,1.0,1.0,0.925936,0.0,0.925936,0
1152,BENIGN,0,1.0,0.845789,0.958501,1.0,1.0,0.960858,0.0,0.960858,0
1153,STEALTH_ATTACK,1,0.5,0.506052,0.747894,0.0,1.0,0.550789,0.5,0.050789,1
1154,BENIGN,0,1.0,0.800324,0.908227,1.0,1.0,0.94171,0.0,0.94171,0
1155,BENIGN,0,1.0,0.830786,0.925894,1.0,1.0,0.951336,0.0,0.951336,0
1156,BENIGN,0,1.0,0.681798,0.876007,1.0,1.0,0.911561,0.0,0.911561,0
1157,OBVIOUS_ATTACK,1,0.0,0.140714,0.359113,0.0,0.0,0.099965,0.7,0.0,1
1158,STEALTH_ATTACK,1,1.0,0.612973,0.757116,0.0,0.0,0.574018,0.45,0.124018,1
1159,STEALTH_ATTACK,1,1.0,0.700143,0.701619,1.0,0.0,0.730352,0.3,0.430352,1
1160,OBVIOUS_ATTACK,1,0.0,0.184117,0.443277,0.0,0.0,0.125479,0.7,0.0,1
1161,BENIGN,0,1.0,0.844173,0.933277,1.0,1.0,0.95549,0.0,0.95549,0
1162,BENIGN,0,1.0,0.730251,0.877601,1.0,1.0,0.92157,0.0,0.92157,0
1163,BENIGN,0,1.0,0.813804,0.914286,1.0,1.0,0.945618,0.0,0.945618,0
1164,OBVIOUS_ATTACK,1,0.0,0.209689,0.198545,0.0,0.0,0.081647,0.7,0.0,1
1165,OBVIOUS_ATTACK,1,0.0,0.06207,0.49181,0.0,0.0,0.110776,0.7,0.0,1
1166,BENIGN,0,1.0,0.829897,0.924686,1.0,1.0,0.950917,0.0,0.950917,0
1167,BENIGN,0,1.0,0.801469,0.951682,1.0,1.0,0.95063,0.0,0.95063,0
1168,BENIGN,0,1.0,0.826228,0.98437,1.0,1.0,0.962119,0.0,0.962119,0
1169,BENIGN,0,1.0,0.82719,0.919029,1.0,1.0,0.949244,0.0,0.949244,0
1170,BENIGN,0,1.0,0.912885,0.948066,1.0,1.0,0.97219,0.0,0.97219,0
1171,BENIGN,0,1.0,0.7835,0.909072,1.0,1.0,0.938514,0.0,0.938514,0
1172,BENIGN,0,1.0,0.804908,0.877043,1.0,1.0,0.93639,0.0,0.93639,0
1173,BENIGN,0,1.0,0.935431,0.935496,1.0,1.0,0.974185,0.0,0.974185,0
1174,OBVIOUS_ATTACK,1,0.0,0.064302,0.279201,0.0,0.0,0.068701,0.7,0.0,1
1175,BENIGN,0,1.0,0.954818,0.92149,1.0,1.0,0.975262,0.0,0.975262,0
1176,BENIGN,0,1.0,0.823677,0.880537,1.0,1.0,0.940843,0.0,0.940843,0
1177,BENIGN,0,1.0,0.918024,0.882429,1.0,1.0,0.960091,0.0,0.960091,0
1178,OBVIOUS_ATTACK,1,0.0,0.201976,0.371705,0.0,0.0,0.114736,0.7,0.0,1
1179,STEALTH_ATTACK,1,0.0,0.49754,0.668975,1.0,0.0,0.383303,0.3,0.083303,1
1180,OBVIOUS_ATTACK,1,0.0,0.310596,0.335745,0.0,0.0,0.129268,0.7,0.0,1
1181,STEALTH_ATTACK,1,1.0,0.373312,0.733195,1.0,1.0,0.821301,0.0,0.821301,0
1182,OBVIOUS_ATTACK,1,0.5,0.31334,0.328141,0.0,0.0,0.278296,0.7,0.0,1
1183,BENIGN,0,1.0,0.827606,0.995514,1.0,1.0,0.964624,0.0,0.964624,0
1184,BENIGN,0,1.0,0.935043,0.937966,1.0,1.0,0.974602,0.0,0.974602,0
1185,BENIGN,0,1.0,0.818113,0.929896,1.0,1.0,0.949602,0.0,0.949602,0
1186,BENIGN,0,1.0,0.771768,0.893438,1.0,1.0,0.933041,0.0,0.933041,0
1187,BENIGN,0,1.0,0.857173,0.863314,1.0,1.0,0.944097,0.0,0.944097,0
1188,OBVIOUS_ATTACK,1,0.0,0.068977,0.23614,0.0,0.0,0.061024,0.55,0.0,1
1189,OBVIOUS_ATTACK,1,0.0,0.111421,0.382098,0.0,1.0,0.248704,0.4,0.0,1
1190,BENIGN,0,1.0,0.807011,0.970568,1.0,1.0,0.955516,0.0,0.955516,0
1191,BENIGN,0,1.0,0.788964,0.891559,1.0,1.0,0.936104,0.0,0.936104,0
1192,BENIGN,0,1.0,0.83053,0.86899,1.0,1.0,0.939904,0.0,0.939904,0
1193,STEALTH_ATTACK,1,1.0,0.480123,0.778455,0.0,1.0,0.701716,0.15,0.551716,1
1194,BENIGN,0,1.0,1.0,0.994933,1.0,1.0,0.998987,0.0,0.998987,0
1195,BENIGN,0,0.0,0.92272,0.960789,1.0,1.0,0.676702,0.0,0.676702,0
1196,BENIGN,0,1.0,0.726191,0.914108,1.0,1.0,0.92806,0.0,0.92806,0
1197,BENIGN,0,1.0,0.822093,0.928721,1.0,1.0,0.950163,0.0,0.950163,0
1198,BENIGN,0,1.0,0.841069,0.870647,1.0,1.0,0.942343,0.0,0.942343,0
1199,BENIGN,0,1.0,0.797535,0.898143,1.0,1.0,0.939136,0.0,0.939136,0
1200,BENIGN,0,1.0,0.789926,0.898932,1.0,1.0,0.937772,0.0,0.937772,0
1201,BENIGN,0,1.0,0.733515,0.872665,1.0,1.0,0.921236,0.0,0.921236,0
1202,BENIGN,0,1.0,0.855898,0.934549,1.0,1.0,0.958089,0.0,0.958089,0
1203,BENIGN,0,1.0,0.813964,0.845826,1.0,1.0,0.931958,0.0,0.931958,0
1204,BENIGN,0,1.0,0.810498,0.869336,1.0,1.0,0.935967,0.0,0.935967,0
1205,BENIGN,0,1.0,0.848579,0.958552,1.0,1.0,0.961426,0.0,0.961426,0
1206,BENIGN,0,1.0,0.9051,0.906792,1.0,1.0,0.962378,0.0,0.962378,0
1207,BENIGN,0,1.0,0.823532,0.918286,1.0,1.0,0.948364,0.0,0.948364,0
1208,BENIGN,0,1.0,0.890276,0.971548,1.0,1.0,0.972365,0.0,0.972365,0
1209,BENIGN,0,1.0,0.856177,0.910892,1.0,1.0,0.953414,0.0,0.953414,0
1210,BENIGN,0,1.0,0.813328,0.930798,1.0,1.0,0.948825,0.0,0.948825,0
1211,BENIGN,0,1.0,0.831091,0.95491,1.0,1.0,0.9572,0.2,0.7572,0
1212,BENIGN,0,1.0,0.858013,0.845074,1.0,1.0,0.940617,0.0,0.940617,0
1213,STEALTH_ATTACK,1,1.0,0.506998,0.750378,1.0,0.0,0.701475,0.1,0.601475,1
1214,STEALTH_ATTACK,1,1.0,0.653879,0.757334,1.0,0.0,0.732243,0.3,0.432243,1
1215,BENIGN,0,1.0,0.893202,0.856708,1.0,1.0,0.949982,0.0,0.949982,0
1216,BENIGN,0,1.0,0.80388,0.882099,1.0,1.0,0.937196,0.0,0.937196,0
1217,BENIGN,0,1.0,0.807168,0.916586,1.0,1.0,0.944751,0.0,0.944751,0
1218,BENIGN,0,1.0,0.775136,0.975866,1.0,1.0,0.9502,0.0,0.9502,0
1219,BENIGN,0,1.0,0.782237,0.939044,1.0,1.0,0.944256,0.0,0.944256,0
1220,BENIGN,0,1.0,0.78912,0.981788,1.0,1.0,0.954181,0.0,0.954181,0
1221,BENIGN,0,1.0,0.821659,0.940002,1.0,1.0,0.952332,0.0,0.952332,0
1222,BENIGN,0,1.0,0.875887,0.87876,1.0,1.0,0.950929,0.0,0.950929,0
1223,BENIGN,0,1.0,0.938048,0.90293,1.0,0.0,0.818196,0.1,0.718196,0
1224,BENIGN,0,1.0,0.746103,0.844356,1.0,1.0,0.918092,0.0,0.918092,0
1225,BENIGN,0,1.0,0.716243,0.883042,1.0,1.0,0.919857,0.0,0.919857,0
1226,BENIGN,0,1.0,0.787728,0.893354,1.0,1.0,0.936216,0.0,0.936216,0
1227,BENIGN,0,1.0,0.94612,0.977952,1.0,1.0,0.984814,0.0,0.984814,0
1228,BENIGN,0,1.0,0.799578,0.875008,1.0,1.0,0.934917,0.0,0.934917,0
1229,BENIGN,0,1.0,0.87236,0.870533,1.0,1.0,0.948579,0.0,0.948579,0
1230,BENIGN,0,1.0,0.655853,0.80887,1.0,0.0,0.742945,0.1,0.642945,1
1231,BENIGN,0,1.0,0.779061,0.880814,1.0,1.0,0.931975,0.0,0.931975,0
1232,BENIGN,0,1.0,0.873878,0.952449,1.0,1.0,0.965266,0.0,0.965266,0
1233,BENIGN,0,1.0,0.90758,0.928193,1.0,1.0,0.967155,0.0,0.967155,0
1234,OBVIOUS_ATTACK,1,0.0,0.14669,0.274002,0.0,0.0,0.084138,0.7,0.0,1
1235,BENIGN,0,1.0,0.786326,0.852983,1.0,1.0,0.927862,0.0,0.927862,0
1236,BENIGN,0,1.0,0.861706,0.922437,1.0,1.0,0.956829,0.0,0.956829,0
1237,BENIGN,0,1.0,0.763535,0.926478,1.0,1.0,0.938003,0.0,0.938003,0
1238,BENIGN,0,1.0,0.827882,0.852908,1.0,1.0,0.936158,0.0,0.936158,0
1239,BENIGN,0,1.0,0.902046,0.831964,1.0,1.0,0.946802,0.0,0.946802,0
1240,STEALTH_ATTACK,1,1.0,0.519295,0.717227,0.0,1.0,0.697304,0.35,0.347304,1
1241,BENIGN,0,1.0,0.76354,0.929455,1.0,1.0,0.938599,0.0,0.938599,0
1242,STEALTH_ATTACK,1,1.0,0.660893,0.779785,0.0,1.0,0.738136,0.15,0.588136,1
1243,BENIGN,0,1.0,0.69474,0.88147,1.0,1.0,0.915242,0.0,0.915242,0
1244,BENIGN,0,1.0,0.873174,0.885063,1.0,1.0,0.951648,0.0,0.951648,0
1245,OBVIOUS_ATTACK,1,0.0,0.154408,0.438971,1.0,1.0,0.418676,0.45,0.0,1
1246,BENIGN,0,1.0,0.825147,0.969182,1.0,1.0,0.958866,0.0,0.958866,0
1247,BENIGN,0,1.0,0.774597,0.894643,1.0,1.0,0.933848,0.0,0.933848,0
1248,OBVIOUS_ATTACK,1,0.0,0.109216,0.27685,0.0,0.0,0.077213,0.7,0.0,1
1249,OBVIOUS_ATTACK,1,0.0,0.200289,0.342963,0.0,1.0,0.25865,0.6,0.0,1
1250,STEALTH_ATTACK,1,1.0,0.364043,0.742473,0.0,0.0,0.521303,0.25,0.271303,1
1251,BENIGN,0,1.0,0.918067,0.897088,1.0,1.0,0.963031,0.0,0.963031,0
1252,BENIGN,0,1.0,0.742908,0.990901,1.0,1.0,0.946762,0.0,0.946762,0
1253,BENIGN,0,1.0,0.852012,0.968391,1.0,1.0,0.96408,0.0,0.96408,0
1254,BENIGN,0,1.0,0.843816,0.880583,1.0,1.0,0.94488,0.0,0.94488,0
1255,OBVIOUS_ATTACK,1,0.0,0.089075,0.112905,0.0,1.0,0.190396,0.6,0.0,1
1256,OBVIOUS_ATTACK,1,0.0,0.145147,0.495654,0.0,0.0,0.12816,0.7,0.0,1
1257,BENIGN,0,1.0,0.817868,0.902634,1.0,1.0,0.9441,0.0,0.9441,0
1258,OBVIOUS_ATTACK,1,0.0,0.111288,0.215011,0.0,0.0,0.06526,0.7,0.0,1
1259,BENIGN,0,1.0,0.822546,0.970012,1.0,1.0,0.958512,0.0,0.958512,0
1260,BENIGN,0,1.0,0.828554,0.9132,1.0,1.0,0.948351,0.0,0.948351,0
1261,BENIGN,0,1.0,0.8502,0.949512,1.0,1.0,0.959942,0.0,0.959942,0
1262,BENIGN,0,1.0,0.936891,0.907721,1.0,1.0,0.968922,0.0,0.968922,0
1263,BENIGN,0,1.0,0.808893,0.830452,1.0,1.0,0.927869,0.0,0.927869,0
1264,BENIGN,0,1.0,0.894045,0.921836,1.0,1.0,0.963176,0.0,0.963176,0
1265,BENIGN,0,1.0,0.822364,0.871037,1.0,1.0,0.93868,0.0,0.93868,0
1266,BENIGN,0,1.0,0.809288,0.889653,1.0,1.0,0.939788,0.0,0.939788,0
1267,BENIGN,0,1.0,0.817498,0.922115,1.0,1.0,0.947922,0.0,0.947922,0
1268,STEALTH_ATTACK,1,1.0,0.498003,0.701566,1.0,1.0,0.839914,0.2,0.639914,1
1269,BENIGN,0,1.0,0.810005,0.881566,1.0,1.0,0.938314,0.0,0.938314,0
1270,BENIGN,0,1.0,0.859576,0.94568,1.0,1.0,0.961051,0.0,0.961051,0
1271,BENIGN,0,1.0,0.911755,0.962965,1.0,1.0,0.974944,0.0,0.974944,0
1272,BENIGN,0,1.0,0.732487,0.938109,1.0,1.0,0.934119,0.0,0.934119,0
1273,BENIGN,0,1.0,0.91254,0.979837,1.0,1.0,0.978475,0.0,0.978475,0
1274,BENIGN,0,1.0,0.809534,0.889347,1.0,1.0,0.939776,0.0,0.939776,0
1275,BENIGN,0,1.0,0.871932,0.919964,1.0,1.0,0.958379,0.0,0.958379,0
1276,BENIGN,0,1.0,0.831309,0.950794,1.0,1.0,0.956421,0.0,0.956421,0
1277,OBVIOUS_ATTACK,1,0.0,0.090114,0.430641,1.0,1.0,0.404151,0.45,0.0,1
1278,BENIGN,0,1.0,0.891393,0.925331,1.0,1.0,0.963345,0.0,0.963345,0
1279,BENIGN,0,1.0,0.728745,0.919663,1.0,1.0,0.929682,0.0,0.929682,0
1280,BENIGN,0,1.0,0.947867,0.846612,1.0,1.0,0.958896,0.0,0.958896,0
1281,BENIGN,0,1.0,0.762697,0.799295,1.0,1.0,0.912398,0.0,0.912398,0
1282,STEALTH_ATTACK,1,0.0,0.426768,0.76153,0.0,0.0,0.23766,0.25,0.0,1
1283,OBVIOUS_ATTACK,1,0.0,0.097518,0.359302,0.0,0.0,0.091364,0.7,0.0,1
1284,BENIGN,0,1.0,0.804506,0.884618,1.0,1.0,0.937825,0.0,0.937825,0
1285,BENIGN,0,1.0,0.866232,0.959331,1.0,1.0,0.965113,0.0,0.965113,0
1286,BENIGN,0,1.0,0.827383,0.907423,1.0,1.0,0.946961,0.0,0.946961,0
1287,BENIGN,0,1.0,0.870902,0.877379,1.0,1.0,0.949656,0.0,0.949656,0
1288,BENIGN,0,1.0,0.847468,0.922106,1.0,1.0,0.953915,0.0,0.953915,0
1289,BENIGN,0,1.0,0.890596,0.88727,1.0,1.0,0.955573,0.0,0.955573,0
1290,OBVIOUS_ATTACK,1,0.0,0.145745,0.382483,1.0,0.0,0.255646,0.35,0.0,1
1291,BENIGN,0,1.0,0.792224,0.916421,1.0,1.0,0.941729,0.0,0.941729,0
1292,OBVIOUS_ATTACK,1,0.0,0.073503,0.346004,0.0,1.0,0.233901,0.45,0.0,1
1293,OBVIOUS_ATTACK,1,0.5,0.233686,0.368044,0.0,0.0,0.270346,0.7,0.0,1
1294,OBVIOUS_ATTACK,1,0.0,0.113854,0.371894,1.0,0.0,0.24715,0.55,0.0,1
1295,STEALTH_ATTACK,1,1.0,0.500081,0.711891,0.0,0.0,0.542394,0.45,0.092394,1
1296,BENIGN,0,1.0,0.769493,0.934026,1.0,1.0,0.940704,0.0,0.940704,0
1297,BENIGN,0,1.0,0.815612,0.927559,1.0,1.0,0.948634,0.0,0.948634,0
1298,BENIGN,0,1.0,0.858322,0.911555,1.0,1.0,0.953975,0.0,0.953975,0
1299,BENIGN,0,1.0,1.0,0.841059,1.0,1.0,0.968212,0.0,0.968212,0
1300,BENIGN,0,1.0,0.853487,0.950505,1.0,1.0,0.960798,0.0,0.960798,0
1301,BENIGN,0,1.0,0.761313,0.908518,1.0,1.0,0.933966,0.0,0.933966,0
1302,BENIGN,0,1.0,0.898939,0.899843,1.0,1.0,0.959756,0.0,0.959756,0
1303,STEALTH_ATTACK,1,0.0,0.532749,0.768656,0.0,1.0,0.410281,0.15,0.260281,1
1304,OBVIOUS_ATTACK,1,0.0,0.002058,0.305509,0.0,0.0,0.061513,0.55,0.0,1
1305,BENIGN,0,1.0,0.880185,0.905766,1.0,1.0,0.95719,0.0,0.95719,0
1306,OBVIOUS_ATTACK,1,0.5,0.231666,0.342753,0.0,0.0,0.264884,0.7,0.0,1
1307,OBVIOUS_ATTACK,1,0.0,0.12901,0.261785,0.0,0.0,0.078159,0.7,0.0,1
1308,BENIGN,0,1.0,0.915188,0.885339,1.0,1.0,0.960105,0.0,0.960105,0
1309,BENIGN,0,1.0,0.867762,0.975946,1.0,1.0,0.968741,0.0,0.968741,0
1310,OBVIOUS_ATTACK,1,0.0,0.086158,0.359081,0.0,0.0,0.089048,0.7,0.0,1
1311,BENIGN,0,1.0,0.83106,0.879325,1.0,1.0,0.942077,0.0,0.942077,0
1312,BENIGN,0,1.0,0.721942,0.924903,1.0,1.0,0.929369,0.0,0.929369,0
1313,BENIGN,0,1.0,0.844594,0.892159,1.0,1.0,0.947351,0.0,0.947351,0
1314,BENIGN,0,1.0,0.9563,0.890532,1.0,1.0,0.969366,0.0,0.969366,0
1315,BENIGN,0,1.0,0.908331,0.918189,1.0,1.0,0.965304,0.0,0.965304,0
1316,BENIGN,0,1.0,0.841852,0.903098,1.0,1.0,0.94899,0.2,0.74899,0
1317,BENIGN,0,1.0,0.816179,0.871463,1.0,1.0,0.937528,0.0,0.937528,0
1318,BENIGN,0,1.0,0.815544,0.900301,1.0,1.0,0.943169,0.2,0.743169,0
1319,BENIGN,0,1.0,0.841796,0.939147,1.0,1.0,0.956189,0.0,0.956189,0
1320,BENIGN,0,1.0,0.683505,0.884512,1.0,1.0,0.913603,0.0,0.913603,0
1321,BENIGN,0,1.0,0.883869,0.85915,1.0,1.0,0.948604,0.0,0.948604,0
1322,BENIGN,0,1.0,0.673197,0.891989,1.0,1.0,0.913037,0.0,0.913037,0
1323,BENIGN,0,1.0,0.813483,0.932206,1.0,1.0,0.949138,0.0,0.949138,0
1324,BENIGN,0,1.0,0.692303,0.863941,1.0,1.0,0.911249,0.0,0.911249,0
1325,OBVIOUS_ATTACK,1,0.0,0.158788,0.347522,1.0,0.0,0.251262,0.55,0.0,1
1326,BENIGN,0,1.0,0.914018,0.864721,1.0,1.0,0.955748,0.0,0.955748,0
1327,BENIGN,0,1.0,0.864537,0.95749,1.0,1.0,0.964405,0.0,0.964405,0
1328,BENIGN,0,1.0,0.691716,0.88808,1.0,1.0,0.915959,0.0,0.915959,0
1329,BENIGN,0,1.0,0.83286,0.869745,1.0,1.0,0.940521,0.0,0.940521,0
1330,BENIGN,0,1.0,0.755115,0.89113,1.0,1.0,0.929249,0.0,0.929249,0
1331,BENIGN,0,1.0,0.880627,0.959071,1.0,1.0,0.96794,0.0,0.96794,0
1332,BENIGN,0,1.0,0.913991,0.905358,1.0,1.0,0.96387,0.0,0.96387,0
1333,BENIGN,0,1.0,0.811133,0.934098,1.0,1.0,0.949046,0.0,0.949046,0
1334,BENIGN,0,1.0,0.742869,0.900553,1.0,1.0,0.928685,0.0,0.928685,0
1335,BENIGN,0,0.5,0.820374,0.871966,1.0,1.0,0.788468,0.15,0.638468,1
1336,BENIGN,0,1.0,0.815344,0.944817,1.0,1.0,0.952032,0.0,0.952032,0
1337,OBVIOUS_ATTACK,1,0.0,0.134156,0.336766,1.0,0.0,0.244184,0.55,0.0,1
1338,BENIGN,0,1.0,0.859011,0.92116,1.0,1.0,0.956034,0.0,0.956034,0
1339,BENIGN,0,1.0,0.761958,0.961284,1.0,1.0,0.944648,0.0,0.944648,0
1340,BENIGN,0,1.0,0.806001,0.838718,1.0,1.0,0.928944,0.0,0.928944,0
1341,BENIGN,0,1.0,0.852999,0.908348,1.0,1.0,0.952269,0.0,0.952269,0
1342,BENIGN,0,1.0,0.709421,0.9478,1.0,1.0,0.931444,0.0,0.931444,0
1343,BENIGN,0,1.0,0.775992,0.957948,1.0,1.0,0.946788,0.0,0.946788,0
1344,BENIGN,0,1.0,0.897543,0.866561,1.0,1.0,0.952821,0.0,0.952821,0
1345,OBVIOUS_ATTACK,1,0.5,0.230771,0.343376,0.0,0.0,0.264829,0.7,0.0,1
1346,BENIGN,0,1.0,0.88232,0.983748,1.0,1.0,0.973214,0.0,0.973214,0
1347,BENIGN,0,1.0,0.852292,0.924081,0.0,1.0,0.805275,0.15,0.655275,0
1348,BENIGN,0,1.0,0.877993,0.92829,1.0,1.0,0.961257,0.0,0.961257,0
1349,BENIGN,0,1.0,0.806964,1.0,1.0,1.0,0.961393,0.0,0.961393,0
1350,STEALTH_ATTACK,1,1.0,0.456383,0.731936,1.0,1.0,0.837664,0.2,0.637664,1
1351,BENIGN,0,1.0,0.717933,0.9588,1.0,1.0,0.935347,0.0,0.935347,0
1352,BENIGN,0,1.0,0.822241,0.911255,1.0,1.0,0.946699,0.0,0.946699,0
1353,OBVIOUS_ATTACK,1,0.0,0.147212,0.38006,0.0,0.0,0.105454,0.7,0.0,1
1354,BENIGN,0,1.0,0.865186,0.932055,1.0,1.0,0.959448,0.0,0.959448,0
1355,OBVIOUS_ATTACK,1,0.0,0.099303,0.335743,0.0,0.0,0.087009,0.7,0.0,1
