event_id,timestamp,pod,log_message,trust_score,identity_valid,runtime_anomaly,trace_path_consistent,invocation_frequency,namespace_violation,process_anomaly,connection_score,ground_truth_label,event_type,data_source,tetragon_events_in_window
257,2026-06-09T04:42:45.510881+00:00,user-profile-service,Profile lookup completed,0.79136,True,False,True,3.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,36
258,2026-06-09T04:42:55.510881+00:00,user-profile-service,Profile lookup completed,0.79184,True,False,True,3.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,34
259,2026-06-09T04:42:55.510881+00:00,payment-service,User profile lookup completed,0.478913,True,True,True,11.0,False,False,0.0636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,110
260,2026-06-09T04:42:55.510881+00:00,order-service,Payment service call completed,0.489003,True,True,True,9.4,False,False,0.083,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,94
261,2026-06-09T04:43:05.510881+00:00,order-service,Payment service call completed,0.487222,True,True,True,9.9,False,False,0.0838,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,99
262,2026-06-09T04:43:05.510881+00:00,user-profile-service,Profile lookup completed,0.78896,True,False,True,4.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,46
263,2026-06-09T04:43:05.510881+00:00,payment-service,User profile lookup completed,0.48269,True,True,True,10.3,False,False,0.0689,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,103
264,2026-06-09T04:43:15.510881+00:00,order-service,Payment service call completed,0.472636,True,True,True,13.9,False,False,0.0885,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,139
265,2026-06-09T04:43:15.510881+00:00,user-profile-service,Profile lookup completed,0.78944,True,False,True,4.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
266,2026-06-09T04:43:15.510881+00:00,payment-service,User profile lookup completed,0.481484,True,True,True,11.1,False,False,0.0784,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,111
267,2026-06-09T04:43:25.510881+00:00,payment-service,User profile lookup completed,0.470684,True,True,True,13.8,False,False,0.0768,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,138
268,2026-06-09T04:43:25.510881+00:00,user-profile-service,Profile lookup completed,0.7904,True,False,True,4.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,40
269,2026-06-09T04:43:25.510881+00:00,order-service,Payment service call completed,0.481047,True,True,True,11.8,False,False,0.0898,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,118
270,2026-06-09T04:43:35.510881+00:00,order-service,Payment service call completed,0.485911,True,True,True,9.3,False,False,0.0656,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,93
271,2026-06-09T04:43:35.510881+00:00,user-profile-service,Profile lookup completed,0.788,True,False,True,5.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,50
272,2026-06-09T04:43:35.510881+00:00,payment-service,User profile lookup completed,0.485857,True,True,True,10.7,False,False,0.0925,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,107
273,2026-06-09T04:43:45.510881+00:00,order-service,Payment service call completed,0.478179,True,True,True,12.4,False,False,0.0871,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,124
274,2026-06-09T04:43:45.510881+00:00,payment-service,User profile lookup completed,0.481601,True,True,True,10.4,False,False,0.0654,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,104
275,2026-06-09T04:43:45.510881+00:00,user-profile-service,Profile lookup completed,0.788,True,False,True,5.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,50
276,2026-06-09T04:43:55.510881+00:00,user-profile-service,Profile lookup completed,0.78704,True,False,True,5.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,54
277,2026-06-09T04:43:55.510881+00:00,payment-service,User profile lookup completed,0.487738,True,True,True,10.2,False,False,0.0922,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,102
278,2026-06-09T04:43:55.510881+00:00,order-service,Payment service call completed,0.855991,True,False,True,6.6,False,False,0.3636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,66
279,2026-06-09T04:44:05.510881+00:00,user-profile-service,Profile lookup completed,0.78608,True,False,True,5.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,58
280,2026-06-09T04:44:05.510881+00:00,order-service,Payment service call completed,0.489599,True,True,True,9.7,False,False,0.0918,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,97
281,2026-06-09T04:44:05.510881+00:00,payment-service,User profile lookup completed,0.476182,True,True,True,12.6,False,False,0.081,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,126
282,2026-06-09T04:44:15.510881+00:00,order-service,Payment service call completed,0.479368,True,True,True,11.3,False,False,0.0717,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,113
283,2026-06-09T04:44:15.510881+00:00,payment-service,User profile lookup completed,0.484926,True,True,True,10.1,False,False,0.0762,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,101
284,2026-06-09T04:44:15.510881+00:00,user-profile-service,Profile lookup completed,0.78968,True,False,True,4.3,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,43
285,2026-06-09T04:44:25.510881+00:00,user-profile-service,Profile lookup completed,0.79088,True,False,True,3.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,38
286,2026-06-09T04:44:25.510881+00:00,order-service,Payment service call completed,0.48408,True,True,True,8.7,False,False,0.0448,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,87
287,2026-06-09T04:44:25.510881+00:00,payment-service,User profile lookup completed,0.488287,True,True,True,9.1,False,False,0.0736,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,91
288,2026-06-09T04:44:35.510881+00:00,order-service,Payment service call completed,0.484926,True,True,True,10.1,False,False,0.0762,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,101
289,2026-06-09T04:44:35.510881+00:00,payment-service,User profile lookup completed,0.48269,True,True,True,10.3,False,False,0.0689,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,103
290,2026-06-09T04:44:35.510881+00:00,user-profile-service,Profile lookup completed,0.78896,True,False,True,4.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,46
291,2026-06-09T04:44:45.510881+00:00,order-service,Payment service call completed,0.847602,True,False,True,7.2,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,72
292,2026-06-09T04:44:45.510881+00:00,payment-service,User profile lookup completed,0.474553,True,True,True,13.7,False,False,0.0942,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,137
293,2026-06-09T04:44:45.510881+00:00,user-profile-service,Profile lookup completed,0.7904,True,False,True,4.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,40
294,2026-06-09T04:44:55.510881+00:00,user-profile-service,Profile lookup completed,0.78896,True,False,True,4.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,46
295,2026-06-09T04:44:55.510881+00:00,payment-service,User profile lookup completed,0.478179,True,True,True,12.4,False,False,0.0871,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,124
296,2026-06-09T04:44:55.510881+00:00,order-service,Payment service call completed,0.47832,True,True,True,11.4,False,False,0.0684,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,114
297,2026-06-09T04:45:05.510881+00:00,user-profile-service,Profile lookup completed,0.78752,True,False,True,5.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,52
298,2026-06-09T04:45:05.510881+00:00,order-service,Payment service call completed,0.479368,True,True,True,11.3,False,False,0.0717,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,113
299,2026-06-09T04:45:05.510881+00:00,payment-service,User profile lookup completed,0.478179,True,True,True,12.4,False,False,0.0871,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,124
300,2026-06-09T04:45:15.510881+00:00,order-service,Payment service call completed,0.478913,True,True,True,11.0,False,False,0.0636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,110
301,2026-06-09T04:45:15.510881+00:00,payment-service,User profile lookup completed,0.484926,True,True,True,10.1,False,False,0.0762,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,101
302,2026-06-09T04:45:15.510881+00:00,user-profile-service,Profile lookup completed,0.78944,True,False,True,4.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
303,2026-06-09T04:45:25.510881+00:00,order-service,Payment service call completed,0.483641,True,True,True,10.9,False,False,0.0853,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,109
304,2026-06-09T04:45:25.510881+00:00,user-profile-service,Profile lookup completed,0.78848,True,False,True,4.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,48
305,2026-06-09T04:45:25.510881+00:00,payment-service,User profile lookup completed,0.489003,True,True,True,9.4,False,False,0.083,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,94
306,2026-06-09T04:45:35.510881+00:00,order-service,Payment service call completed,0.490744,True,True,True,8.9,False,False,0.082,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,89
307,2026-06-09T04:45:35.510881+00:00,payment-service,User profile lookup completed,0.476284,True,True,True,11.6,False,False,0.0621,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,116
308,2026-06-09T04:45:35.510881+00:00,user-profile-service,Profile lookup completed,0.7868,True,False,True,5.5,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,55
309,2026-06-09T04:45:45.510881+00:00,order-service,Payment service call completed,0.851359,True,False,True,6.5,False,False,0.3385,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,65
310,2026-06-09T04:45:45.510881+00:00,user-profile-service,Profile lookup completed,0.78896,True,False,True,4.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,46
311,2026-06-09T04:45:45.510881+00:00,payment-service,User profile lookup completed,0.847704,True,False,True,8.4,False,False,0.3571,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,84
312,2026-06-09T04:45:55.510881+00:00,user-profile-service,Profile lookup completed,0.7868,True,False,True,5.5,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,55
313,2026-06-09T04:45:55.510881+00:00,order-service,Order request received,0.481801,True,True,True,10.9,False,False,0.0761,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,109
314,2026-06-09T04:45:55.510881+00:00,payment-service,Payment request received,0.473529,True,True,True,13.5,False,False,0.0852,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,135
315,2026-06-09T04:46:05.510881+00:00,payment-service,User profile lookup completed,0.480772,True,True,True,11.5,False,False,0.0826,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,115
316,2026-06-09T04:46:05.510881+00:00,user-profile-service,Profile lookup completed,0.78944,True,False,True,4.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
317,2026-06-09T04:46:05.510881+00:00,order-service,Payment service call completed,0.854534,True,False,True,7.3,False,False,0.3699,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,73
318,2026-06-09T04:46:15.510881+00:00,order-service,Payment service call completed,0.485441,True,True,True,10.4,False,False,0.0846,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,104
319,2026-06-09T04:46:15.510881+00:00,payment-service,User profile lookup completed,0.47227,True,True,True,13.0,False,False,0.0692,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,130
320,2026-06-09T04:46:15.510881+00:00,user-profile-service,Profile lookup completed,0.78848,True,False,True,4.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,48
321,2026-06-09T04:46:25.510881+00:00,user-profile-service,Profile lookup completed,0.78752,True,False,True,5.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,52
322,2026-06-09T04:46:25.510881+00:00,payment-service,User profile lookup completed,0.467034,True,True,True,15.4,False,False,0.0896,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,154
323,2026-06-09T04:46:25.510881+00:00,order-service,Payment service call completed,0.485911,True,True,True,9.3,False,False,0.0656,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,93
324,2026-06-09T04:46:35.510881+00:00,order-service,Payment service call completed,0.478913,True,True,True,11.0,False,False,0.0636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,110
325,2026-06-09T04:46:35.510881+00:00,payment-service,User profile lookup completed,0.478971,True,True,True,12.0,False,False,0.0833,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,120
326,2026-06-09T04:46:35.510881+00:00,user-profile-service,Profile lookup completed,0.7904,True,False,True,4.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,40
327,2026-06-09T04:46:45.510881+00:00,payment-service,User profile lookup completed,0.471856,True,True,True,11.7,False,False,0.0419,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,117
328,2026-06-09T04:46:45.510881+00:00,user-profile-service,Profile lookup completed,0.78992,True,False,True,4.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,42
329,2026-06-09T04:46:45.510881+00:00,order-service,Payment service call completed,0.487222,True,True,True,9.9,False,False,0.0838,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,99
330,2026-06-09T04:46:55.510881+00:00,order-service,Payment service call completed,0.482467,True,True,True,9.6,False,False,0.0542,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,96
331,2026-06-09T04:46:55.510881+00:00,payment-service,User profile lookup completed,0.490744,True,True,True,8.9,False,False,0.082,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,89
332,2026-06-09T04:46:55.510881+00:00,user-profile-service,Profile lookup completed,0.78944,True,False,True,4.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
333,2026-06-09T04:47:05.510881+00:00,payment-service,User profile lookup completed,0.482116,True,True,True,11.7,False,False,0.0932,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,117
334,2026-06-09T04:47:05.510881+00:00,user-profile-service,Profile lookup completed,0.78944,True,False,True,4.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
335,2026-06-09T04:47:05.510881+00:00,order-service,Payment service call completed,0.48269,True,True,True,10.3,False,False,0.0689,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,103
336,2026-06-09T04:47:15.510881+00:00,order-service,Payment service call completed,0.48431,True,True,True,9.8,False,False,0.0673,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,98
337,2026-06-09T04:47:15.510881+00:00,payment-service,User profile lookup completed,0.487738,True,True,True,10.2,False,False,0.0922,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,102
338,2026-06-09T04:47:15.510881+00:00,user-profile-service,Profile lookup completed,0.78944,True,False,True,4.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
339,2026-06-09T04:47:25.510881+00:00,payment-service,User profile lookup completed,0.480513,True,True,True,10.5,False,False,0.0619,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,105
340,2026-06-09T04:47:25.510881+00:00,user-profile-service,Profile lookup completed,0.78896,True,False,True,4.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,46
341,2026-06-09T04:47:25.510881+00:00,order-service,Payment service call completed,0.850413,True,False,True,7.8,False,False,0.359,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,78
342,2026-06-09T04:47:35.510881+00:00,user-profile-service,Profile lookup completed,0.78896,True,False,True,4.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,46
343,2026-06-09T04:47:35.510881+00:00,payment-service,User profile lookup completed,0.477292,True,True,True,11.5,False,False,0.0652,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,115
344,2026-06-09T04:47:35.510881+00:00,order-service,Payment service call completed,0.48431,True,True,True,9.8,False,False,0.0673,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,98
345,2026-06-09T04:47:45.510881+00:00,payment-service,User profile lookup completed,0.478179,True,True,True,12.4,False,False,0.0871,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,124
346,2026-06-09T04:47:45.510881+00:00,user-profile-service,Profile lookup completed,0.78944,True,False,True,4.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
347,2026-06-09T04:47:45.510881+00:00,order-service,Payment service call completed,0.850413,True,False,True,7.8,False,False,0.359,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,78
348,2026-06-09T04:47:55.510881+00:00,user-profile-service,Profile lookup completed,0.78704,True,False,True,5.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,54
349,2026-06-09T04:47:55.510881+00:00,payment-service,User profile lookup completed,0.480416,True,True,True,11.2,False,False,0.075,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,112
350,2026-06-09T04:47:55.510881+00:00,order-service,Payment service call completed,0.856921,True,False,True,7.7,False,False,0.3896,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,77
351,2026-06-09T04:48:05.510881+00:00,order-service,Payment service call completed,0.852484,True,False,True,8.4,False,False,0.381,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,84
352,2026-06-09T04:48:05.510881+00:00,user-profile-service,Profile lookup completed,0.79088,True,False,True,3.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,38
353,2026-06-09T04:48:05.510881+00:00,payment-service,User profile lookup completed,0.482116,True,True,True,11.7,False,False,0.0932,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,117
354,2026-06-09T04:48:15.510881+00:00,order-service,Payment service call completed,0.86242,True,False,True,3.4,False,False,0.3529,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,34
355,2026-06-09T04:48:15.510881+00:00,payment-service,User profile lookup completed,0.85852,True,False,True,4.6,False,False,0.3478,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,46
356,2026-06-09T04:48:15.510881+00:00,user-profile-service,Profile lookup completed,0.79616,True,False,True,1.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,16
357,2026-06-09T04:48:25.510881+00:00,order-service,Payment service call completed,0.859047,True,False,True,6.4,False,False,0.375,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,64
358,2026-06-09T04:48:25.510881+00:00,payment-service,User profile lookup completed,0.86444,True,False,True,5.2,False,False,0.3846,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,52
359,2026-06-09T04:48:25.510881+00:00,user-profile-service,Profile lookup completed,0.79112,True,False,True,3.7,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,37
360,2026-06-09T04:48:35.510881+00:00,user-profile-service,Profile lookup completed,0.79712,True,False,True,1.2,False,False,0.0,1,OBVIOUS_ATTACK,real_kubernetes_cluster_tetragon_ebpf,12
361,2026-06-09T04:48:35.510881+00:00,payment-service,User profile lookup completed,0.54616,False,False,True,1.6,False,False,0.25,1,OBVIOUS_ATTACK,real_kubernetes_cluster_tetragon_ebpf,16
362,2026-06-09T04:48:35.510881+00:00,order-service,Payment service call completed,0.54706,False,False,True,4.2,False,False,0.2857,1,OBVIOUS_ATTACK,real_kubernetes_cluster_tetragon_ebpf,42
363,2026-06-09T04:48:45.510881+00:00,payment-service,Unauthorized caller rejected,0.169686,False,True,True,10.1,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,101
364,2026-06-09T04:48:45.510881+00:00,user-profile-service,Profile lookup completed,0.79328,True,False,True,2.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,28
365,2026-06-09T04:48:45.510881+00:00,order-service,Payment service call completed,0.86244,True,False,True,3.9,False,False,0.359,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,39
366,2026-06-09T04:48:55.510881+00:00,user-profile-service,Profile lookup completed,0.79424,True,False,True,2.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,24
367,2026-06-09T04:48:55.510881+00:00,payment-service,User profile lookup completed,0.86612,True,False,True,4.2,False,False,0.381,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,42
368,2026-06-09T04:48:55.510881+00:00,order-service,Payment service call completed,0.862,True,False,True,2.9,False,False,0.3448,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,29
369,2026-06-09T04:49:05.510881+00:00,payment-service,User profile lookup completed,0.8668,True,False,True,3.7,False,False,0.3784,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,37
370,2026-06-09T04:49:05.510881+00:00,user-profile-service,Profile lookup completed,0.79568,True,False,True,1.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,18
371,2026-06-09T04:49:05.510881+00:00,order-service,Payment service call completed,0.8568,True,False,True,4.7,False,False,0.3404,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,47
372,2026-06-09T04:49:15.510881+00:00,payment-service,User profile lookup completed,0.85802,True,False,True,3.6,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,36
373,2026-06-09T04:49:15.510881+00:00,user-profile-service,Profile lookup completed,0.79568,True,False,True,1.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,18
374,2026-06-09T04:49:15.510881+00:00,order-service,Payment service call completed,0.8553,True,False,True,2.6,False,False,0.3077,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,26
375,2026-06-09T04:49:25.510881+00:00,user-profile-service,Profile lookup completed,0.7952,True,False,True,2.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,20
376,2026-06-09T04:49:25.510881+00:00,payment-service,User profile lookup completed,0.86612,True,False,True,4.2,False,False,0.381,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,42
377,2026-06-09T04:49:25.510881+00:00,order-service,Payment service call completed,0.8668,True,False,True,3.7,False,False,0.3784,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,37
378,2026-06-09T04:49:35.510881+00:00,user-profile-service,Profile lookup completed,0.7952,True,False,True,2.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,20
379,2026-06-09T04:49:35.510881+00:00,order-service,Payment service call completed,0.86216,True,False,True,4.4,False,False,0.3636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
380,2026-06-09T04:49:35.510881+00:00,payment-service,User profile lookup completed,0.86444,True,False,True,5.2,False,False,0.3846,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,52
381,2026-06-09T04:49:45.510881+00:00,payment-service,User profile lookup completed,0.85226,True,False,True,5.5,False,False,0.3273,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,55
382,2026-06-09T04:49:45.510881+00:00,user-profile-service,Profile lookup completed,0.79472,True,False,True,2.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
383,2026-06-09T04:49:45.510881+00:00,order-service,Payment service call completed,0.86216,True,False,True,4.4,False,False,0.3636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
384,2026-06-09T04:49:55.510881+00:00,order-service,Payment service call completed,0.852,True,False,True,5.0,False,False,0.32,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,50
385,2026-06-09T04:49:55.510881+00:00,payment-service,User profile lookup completed,0.8617,True,False,True,4.9,False,False,0.3673,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,49
386,2026-06-09T04:49:55.510881+00:00,user-profile-service,Profile lookup completed,0.79712,True,False,True,1.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,12
387,2026-06-09T04:50:05.510881+00:00,payment-service,User profile lookup completed,0.862,True,False,True,2.9,False,False,0.3448,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,29
388,2026-06-09T04:50:05.510881+00:00,user-profile-service,Profile lookup completed,0.79376,True,False,True,2.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,26
389,2026-06-09T04:50:05.510881+00:00,order-service,Payment service call completed,0.862,True,False,True,2.9,False,False,0.3448,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,29
390,2026-06-09T04:50:15.510881+00:00,payment-service,User profile lookup completed,0.85598,True,False,True,3.7,False,False,0.3243,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,37
391,2026-06-09T04:50:15.510881+00:00,user-profile-service,Profile lookup completed,0.79544,True,False,True,1.9,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,19
392,2026-06-09T04:50:15.510881+00:00,order-service,Payment service call completed,0.84614,True,False,True,3.0,False,False,0.2667,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,30
393,2026-06-09T04:50:25.510881+00:00,order-service,Payment service call completed,0.8668,True,False,True,3.7,False,False,0.3784,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,37
394,2026-06-09T04:50:25.510881+00:00,payment-service,User profile lookup completed,0.86732,True,False,True,3.2,False,False,0.375,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,32
395,2026-06-09T04:50:25.510881+00:00,user-profile-service,Profile lookup completed,0.79568,True,False,True,1.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,18
396,2026-06-09T04:50:35.510881+00:00,payment-service,User profile lookup completed,0.86112,True,False,True,5.4,False,False,0.3704,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,54
397,2026-06-09T04:50:35.510881+00:00,user-profile-service,Profile lookup completed,0.79472,True,False,True,2.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
398,2026-06-09T04:50:35.510881+00:00,order-service,Payment service call completed,0.8676,True,False,True,2.7,False,False,0.3704,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,27
399,2026-06-09T04:50:45.510881+00:00,order-service,Payment service call completed,0.86112,True,False,True,5.4,False,False,0.3704,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,54
400,2026-06-09T04:50:45.510881+00:00,payment-service,User profile lookup completed,0.86042,True,False,True,5.9,False,False,0.3729,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,59
401,2026-06-09T04:50:45.510881+00:00,user-profile-service,Profile lookup completed,0.79616,True,False,True,1.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,16
402,2026-06-09T04:50:55.510881+00:00,payment-service,User profile lookup completed,0.86042,True,False,True,5.9,False,False,0.3729,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,59
403,2026-06-09T04:50:55.510881+00:00,user-profile-service,Profile lookup completed,0.79376,True,False,True,2.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,26
404,2026-06-09T04:50:55.510881+00:00,order-service,Payment service call completed,0.8676,True,False,True,2.7,False,False,0.3704,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,27
405,2026-06-09T04:51:05.510881+00:00,order-service,Payment service call completed,0.862,True,False,True,2.9,False,False,0.3448,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,29
406,2026-06-09T04:51:05.510881+00:00,payment-service,User profile lookup completed,0.86732,True,False,True,3.2,False,False,0.375,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,32
407,2026-06-09T04:51:05.510881+00:00,user-profile-service,Profile lookup completed,0.7928,True,False,True,3.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,30
